source,target,lr_pair,sum_count,interaction_key
Tumor,neutrophil,JAM3_F11R,21,Tumor_neutrophil_JAM3_F11R
Tumor,macrophage,DLK1_NOTCH1,21,Tumor_macrophage_DLK1_NOTCH1
Tumor,macrophage,CLDN1_CLDN1,21,Tumor_macrophage_CLDN1_CLDN1
Tumor,fibroblast,TNFSF12_TNFRSF12A,21,Tumor_fibroblast_TNFSF12_TNFRSF12A
muscle cell,macrophage,LAMC2_CD44,21,muscle cell_macrophage_LAMC2_CD44
Tumor,fibroblast,NECTIN3_NECTIN2,21,Tumor_fibroblast_NECTIN3_NECTIN2
Tumor,fibroblast,LAMC2_DAG1,21,Tumor_fibroblast_LAMC2_DAG1
T cell,pericyte,PDGFB_PDGFRB,21,T cell_pericyte_PDGFB_PDGFRB
dendritic cell,fat cell,APP_TNFRSF21,21,dendritic cell_fat cell_APP_TNFRSF21
neutrophil,muscle cell,ANGPTL4_CDH11,21,neutrophil_muscle cell_ANGPTL4_CDH11
monocyte,endothelial cell,SELL_CD34,21,monocyte_endothelial cell_SELL_CD34
dendritic cell,muscle cell,LAMB3_DAG1,21,dendritic cell_muscle cell_LAMB3_DAG1
dendritic cell,muscle cell,PDGFA_PDGFRA,21,dendritic cell_muscle cell_PDGFA_PDGFRA
dendritic cell,muscle cell,PDGFC_PDGFRA,21,dendritic cell_muscle cell_PDGFC_PDGFRA
B cell,pericyte,CXCL12_ACKR3,21,B cell_pericyte_CXCL12_ACKR3
dendritic cell,neutrophil,ANGPTL2_TLR4,21,dendritic cell_neutrophil_ANGPTL2_TLR4
monocyte,B cell,PECAM1_CD38,21,monocyte_B cell_PECAM1_CD38
pericyte,fat cell,JAG1_NOTCH4,21,pericyte_fat cell_JAG1_NOTCH4
pericyte,fat cell,JAM2_JAM3,21,pericyte_fat cell_JAM2_JAM3
dendritic cell,pericyte,HSPG2_DAG1,21,dendritic cell_pericyte_HSPG2_DAG1
dendritic cell,pericyte,LAMC1_DAG1,21,dendritic cell_pericyte_LAMC1_DAG1
dendritic cell,pericyte,LAMC2_CD44,21,dendritic cell_pericyte_LAMC2_CD44
dendritic cell,pericyte,LAMC2_DAG1,21,dendritic cell_pericyte_LAMC2_DAG1
endothelial cell,Tumor,EFNB2_EPHB1,21,endothelial cell_Tumor_EFNB2_EPHB1
pericyte,macrophage,ANGPT2_TEK,21,pericyte_macrophage_ANGPT2_TEK
endothelial cell,Tumor,SDC2_ADGRA2,21,endothelial cell_Tumor_SDC2_ADGRA2
endothelial cell,Tumor,WNT5A_FZD3,21,endothelial cell_Tumor_WNT5A_FZD3
endothelial cell,Tumor,WNT5A_FZD4,21,endothelial cell_Tumor_WNT5A_FZD4
endothelial cell,Tumor,WNT5A_MCAM,21,endothelial cell_Tumor_WNT5A_MCAM
B cell,mast cell,COL4A1_CD44,21,B cell_mast cell_COL4A1_CD44
dendritic cell,muscle cell,JAM3_JAM3,21,dendritic cell_muscle cell_JAM3_JAM3
monocyte,endothelial cell,SELL_PODXL,21,monocyte_endothelial cell_SELL_PODXL
T cell,muscle cell,THBS1_CD36,21,T cell_muscle cell_THBS1_CD36
pericyte,dendritic cell,JAM2_F11R,21,pericyte_dendritic cell_JAM2_F11R
T cell,muscle cell,PDGFB_PDGFRB,21,T cell_muscle cell_PDGFB_PDGFRB
neutrophil,natural killer cell,LGALS9_P4HB,21,neutrophil_natural killer cell_LGALS9_P4HB
dendritic cell,fibroblast,MPZL1_MPZL1,21,dendritic cell_fibroblast_MPZL1_MPZL1
neutrophil,neutrophil,LAMC1_CD44,21,neutrophil_neutrophil_LAMC1_CD44
neutrophil,pericyte,CD55_ADGRE5,21,neutrophil_pericyte_CD55_ADGRE5
dendritic cell,macrophage,ANGPTL4_SDC3,21,dendritic cell_macrophage_ANGPTL4_SDC3
muscle cell,B cell,CD70_CD27,21,muscle cell_B cell_CD70_CD27
muscle cell,B cell,C4A_C3AR1,21,muscle cell_B cell_C4A_C3AR1
muscle cell,B cell,ANGPTL4_SDC2,21,muscle cell_B cell_ANGPTL4_SDC2
muscle cell,B cell,ANGPTL2_TLR4,21,muscle cell_B cell_ANGPTL2_TLR4
T cell,fibroblast,CD46_JAG1,21,T cell_fibroblast_CD46_JAG1
monocyte,natural killer cell,TNFSF13B_TNFRSF13C,21,monocyte_natural killer cell_TNFSF13B_TNFRSF13C
pericyte,Tumor,DLL4_NOTCH2,21,pericyte_Tumor_DLL4_NOTCH2
pericyte,Tumor,DLL4_NOTCH3,21,pericyte_Tumor_DLL4_NOTCH3
monocyte,monocyte,NECTIN2_CD226,21,monocyte_monocyte_NECTIN2_CD226
pericyte,Tumor,EFNB2_EPHA4,21,pericyte_Tumor_EFNB2_EPHA4
pericyte,Tumor,EFNB2_EPHB2,21,pericyte_Tumor_EFNB2_EPHB2
monocyte,mast cell,PLAU_PLAUR,21,monocyte_mast cell_PLAU_PLAUR
dendritic cell,monocyte,APP_SORL1,21,dendritic cell_monocyte_APP_SORL1
monocyte,endothelial cell,TNFSF10_TNFRSF10B,21,monocyte_endothelial cell_TNFSF10_TNFRSF10B
muscle cell,mast cell,GAS6_MERTK,21,muscle cell_mast cell_GAS6_MERTK
B cell,B cell,ANGPTL4_SDC4,21,B cell_B cell_ANGPTL4_SDC4
fat cell,neutrophil,JAM2_F11R,21,fat cell_neutrophil_JAM2_F11R
macrophage,Tumor,THBS2_SDC4,21,macrophage_Tumor_THBS2_SDC4
macrophage,pericyte,JAG1_NOTCH3,21,macrophage_pericyte_JAG1_NOTCH3
macrophage,dendritic cell,PDGFB_PDGFRA,21,macrophage_dendritic cell_PDGFB_PDGFRA
fibroblast,neutrophil,GJA1_GJA1,21,fibroblast_neutrophil_GJA1_GJA1
fat cell,neutrophil,ANGPT2_TEK,21,fat cell_neutrophil_ANGPT2_TEK
fibroblast,neutrophil,COMP_SDC4,21,fibroblast_neutrophil_COMP_SDC4
fibroblast,fat cell,COMP_SDC4,21,fibroblast_fat cell_COMP_SDC4
macrophage,Tumor,LAMC1_DAG1,21,macrophage_Tumor_LAMC1_DAG1
macrophage,muscle cell,TNFSF12_TNFRSF12A,21,macrophage_muscle cell_TNFSF12_TNFRSF12A
fibroblast,fat cell,CD55_ADGRE5,21,fibroblast_fat cell_CD55_ADGRE5
fibroblast,fat cell,ANGPTL4_SDC4,21,fibroblast_fat cell_ANGPTL4_SDC4
fibroblast,fat cell,ANGPTL4_SDC2,21,fibroblast_fat cell_ANGPTL4_SDC2
macrophage,Tumor,HSPG2_DAG1,21,macrophage_Tumor_HSPG2_DAG1
fibroblast,fat cell,ANGPTL4_CDH11,21,fibroblast_fat cell_ANGPTL4_CDH11
macrophage,Tumor,GZMA_PARD3,21,macrophage_Tumor_GZMA_PARD3
macrophage,neutrophil,SDC2_ADGRA2,21,macrophage_neutrophil_SDC2_ADGRA2
fibroblast,Tumor,GAS6_MERTK,21,fibroblast_Tumor_GAS6_MERTK
macrophage,Tumor,GZMA_F2RL1,21,macrophage_Tumor_GZMA_F2RL1
macrophage,mast cell,PDGFB_PDGFRB,21,macrophage_mast cell_PDGFB_PDGFRB
macrophage,Tumor,GZMA_F2R,21,macrophage_Tumor_GZMA_F2R
macrophage,natural killer cell,CD86_CTLA4,21,macrophage_natural killer cell_CD86_CTLA4
fat cell,neutrophil,COL4A2_SDC4,21,fat cell_neutrophil_COL4A2_SDC4
macrophage,dendritic cell,PDGFC_PDGFRA,21,macrophage_dendritic cell_PDGFC_PDGFRA
fat cell,neutrophil,SEMA4C_PLXNB2,21,fat cell_neutrophil_SEMA4C_PLXNB2
fibroblast,fat cell,SEMA4C_PLXNB2,21,fibroblast_fat cell_SEMA4C_PLXNB2
fibroblast,neutrophil,WNT5A_FZD4,21,fibroblast_neutrophil_WNT5A_FZD4
fibroblast,B cell,APP_SORL1,21,fibroblast_B cell_APP_SORL1
fibroblast,fat cell,THBS2_SDC4,21,fibroblast_fat cell_THBS2_SDC4
fat cell,pericyte,WNT5A_FZD10,21,fat cell_pericyte_WNT5A_FZD10
macrophage,fibroblast,THBS1_CD47,21,macrophage_fibroblast_THBS1_CD47
macrophage,muscle cell,PROS1_AXL,21,macrophage_muscle cell_PROS1_AXL
fibroblast,neutrophil,TNFSF11_TNFRSF11A,21,fibroblast_neutrophil_TNFSF11_TNFRSF11A
fibroblast,neutrophil,THBS2_SDC4,21,fibroblast_neutrophil_THBS2_SDC4
fat cell,pericyte,JAG1_NOTCH4,21,fat cell_pericyte_JAG1_NOTCH4
fibroblast,fat cell,PTPRM_PTPRM,21,fibroblast_fat cell_PTPRM_PTPRM
fibroblast,neutrophil,PTPRM_PTPRM,21,fibroblast_neutrophil_PTPRM_PTPRM
fibroblast,fat cell,PDGFD_PDGFRB,21,fibroblast_fat cell_PDGFD_PDGFRB
macrophage,Tumor,CD96_PVR,21,macrophage_Tumor_CD96_PVR
monocyte,B cell,CXCL12_CXCR4,20,monocyte_B cell_CXCL12_CXCR4
neutrophil,pericyte,FGF2_FGFR1,20,neutrophil_pericyte_FGF2_FGFR1
macrophage,Tumor,COL4A2_CD44,20,macrophage_Tumor_COL4A2_CD44
endothelial cell,B cell,GAS6_AXL,20,endothelial cell_B cell_GAS6_AXL
macrophage,Tumor,ENTPD1_ADORA1,20,macrophage_Tumor_ENTPD1_ADORA1
macrophage,natural killer cell,CD99_CD99,20,macrophage_natural killer cell_CD99_CD99
dendritic cell,muscle cell,FGF1_FGFR1,20,dendritic cell_muscle cell_FGF1_FGFR1
T cell,macrophage,GZMA_F2R,20,T cell_macrophage_GZMA_F2R
T cell,monocyte,CD99_CD99,20,T cell_monocyte_CD99_CD99
monocyte,endothelial cell,PLAU_PLAUR,20,monocyte_endothelial cell_PLAU_PLAUR
T cell,fat cell,SELL_PODXL,20,T cell_fat cell_SELL_PODXL
T cell,fat cell,SELL_CD34,20,T cell_fat cell_SELL_CD34
macrophage,Tumor,COL4A2_ADGRG6,20,macrophage_Tumor_COL4A2_ADGRG6
monocyte,Tumor,TNFSF13B_TNFRSF13C,20,monocyte_Tumor_TNFSF13B_TNFRSF13C
macrophage,muscle cell,PRNP_ADGRG6,20,macrophage_muscle cell_PRNP_ADGRG6
neutrophil,neutrophil,THY1_ADGRE5,20,neutrophil_neutrophil_THY1_ADGRE5
monocyte,B cell,ICAM1_SPN,20,monocyte_B cell_ICAM1_SPN
dendritic cell,neutrophil,CD99_CD99,20,dendritic cell_neutrophil_CD99_CD99
T cell,macrophage,COL4A2_CD44,20,T cell_macrophage_COL4A2_CD44
monocyte,Tumor,CD55_ADGRE5,20,monocyte_Tumor_CD55_ADGRE5
fibroblast,mast cell,ANGPTL4_SDC2,20,fibroblast_mast cell_ANGPTL4_SDC2
T cell,Tumor,PLAU_PLAUR,20,T cell_Tumor_PLAU_PLAUR
fibroblast,muscle cell,CXCL12_ACKR3,20,fibroblast_muscle cell_CXCL12_ACKR3
pericyte,macrophage,THBS2_SDC4,20,pericyte_macrophage_THBS2_SDC4
mast cell,fat cell,VEGFA_VEGFR2,20,mast cell_fat cell_VEGFA_VEGFR2
pericyte,mast cell,ANGPTL4_SDC3,20,pericyte_mast cell_ANGPTL4_SDC3
fat cell,fibroblast,FGF2_FGFR1,20,fat cell_fibroblast_FGF2_FGFR1
pericyte,mast cell,CDH5_CDH5,20,pericyte_mast cell_CDH5_CDH5
mast cell,fat cell,PDGFA_PDGFRB,20,mast cell_fat cell_PDGFA_PDGFRB
mast cell,fat cell,MPZ_MPZL1,20,mast cell_fat cell_MPZ_MPZL1
endothelial cell,natural killer cell,PLAU_PLAUR,20,endothelial cell_natural killer cell_PLAU_PLAUR
pericyte,mast cell,LGALS9_P4HB,20,pericyte_mast cell_LGALS9_P4HB
endothelial cell,natural killer cell,SEMA4C_PLXNB2,20,endothelial cell_natural killer cell_SEMA4C_PLXNB2
mast cell,fat cell,CDH5_CDH5,20,mast cell_fat cell_CDH5_CDH5
mast cell,fat cell,ADM_CALCRL,20,mast cell_fat cell_ADM_CALCRL
fibroblast,muscle cell,NRXN2_CLSTN1,20,fibroblast_muscle cell_NRXN2_CLSTN1
fat cell,B cell,APP_SORL1,20,fat cell_B cell_APP_SORL1
fibroblast,muscle cell,NRXN2_DAG1,20,fibroblast_muscle cell_NRXN2_DAG1
pericyte,monocyte,GAS6_MERTK,20,pericyte_monocyte_GAS6_MERTK
fibroblast,muscle cell,THBS1_SDC4,20,fibroblast_muscle cell_THBS1_SDC4
pericyte,macrophage,THBS1_SDC4,20,pericyte_macrophage_THBS1_SDC4
fibroblast,muscle cell,COL4A2_SDC4,20,fibroblast_muscle cell_COL4A2_SDC4
mast cell,natural killer cell,CD70_CD27,20,mast cell_natural killer cell_CD70_CD27
fibroblast,muscle cell,COL4A1_SDC4,20,fibroblast_muscle cell_COL4A1_SDC4
endothelial cell,Tumor,CCL14_CCR1,20,endothelial cell_Tumor_CCL14_CCR1
macrophage,neutrophil,CLDN1_CLDN1,20,macrophage_neutrophil_CLDN1_CLDN1
fat cell,macrophage,CD55_ADGRE5,20,fat cell_macrophage_CD55_ADGRE5
B cell,neutrophil,CD6_ALCAM,20,B cell_neutrophil_CD6_ALCAM
fibroblast,mast cell,ANGPTL4_CDH5,20,fibroblast_mast cell_ANGPTL4_CDH5
neutrophil,neutrophil,GAS6_AXL,20,neutrophil_neutrophil_GAS6_AXL
fibroblast,mast cell,CD46_JAG1,20,fibroblast_mast cell_CD46_JAG1
endothelial cell,macrophage,COL4A1_SDC4,20,endothelial cell_macrophage_COL4A1_SDC4
endothelial cell,macrophage,COL4A2_SDC4,20,endothelial cell_macrophage_COL4A2_SDC4
endothelial cell,macrophage,LAMC2_CD44,20,endothelial cell_macrophage_LAMC2_CD44
endothelial cell,mast cell,APP_TNFRSF21,20,endothelial cell_mast cell_APP_TNFRSF21
B cell,monocyte,THBS1_CD36,20,B cell_monocyte_THBS1_CD36
B cell,monocyte,SELPLG_SELL,20,B cell_monocyte_SELPLG_SELL
B cell,monocyte,LAIR1_LILRB4,20,B cell_monocyte_LAIR1_LILRB4
pericyte,macrophage,COL4A1_SDC4,20,pericyte_macrophage_COL4A1_SDC4
mast cell,fibroblast,PDGFA_PDGFRB,20,mast cell_fibroblast_PDGFA_PDGFRB
pericyte,macrophage,LAMC2_CD44,20,pericyte_macrophage_LAMC2_CD44
macrophage,dendritic cell,ADM_CALCRL,20,macrophage_dendritic cell_ADM_CALCRL
T cell,pericyte,THBS1_CD47,20,T cell_pericyte_THBS1_CD47
monocyte,fat cell,CXCL12_CXCR4,20,monocyte_fat cell_CXCL12_CXCR4
Tumor,pericyte,LPAR3_ADGRE5,20,Tumor_pericyte_LPAR3_ADGRE5
muscle cell,fibroblast,JAM2_JAM2,20,muscle cell_fibroblast_JAM2_JAM2
fibroblast,T cell,PVR_TIGIT,20,fibroblast_T cell_PVR_TIGIT
dendritic cell,B cell,CXCL13_CXCR3,20,dendritic cell_B cell_CXCL13_CXCR3
dendritic cell,B cell,FGF7_FGFR1,20,dendritic cell_B cell_FGF7_FGFR1
natural killer cell,muscle cell,CD99_CD99,20,natural killer cell_muscle cell_CD99_CD99
macrophage,fat cell,ADM_CALCRL,20,macrophage_fat cell_ADM_CALCRL
dendritic cell,B cell,NECTIN2_TIGIT,20,dendritic cell_B cell_NECTIN2_TIGIT
dendritic cell,B cell,PECAM1_PECAM1,20,dendritic cell_B cell_PECAM1_PECAM1
dendritic cell,B cell,THBS2_CD47,20,dendritic cell_B cell_THBS2_CD47
fibroblast,Tumor,ANGPTL4_SDC2,20,fibroblast_Tumor_ANGPTL4_SDC2
dendritic cell,T cell,CXCL13_CXCR3,20,dendritic cell_T cell_CXCL13_CXCR3
fibroblast,Tumor,ANGPTL4_SDC3,20,fibroblast_Tumor_ANGPTL4_SDC3
natural killer cell,pericyte,VEGFC_VEGFR2,20,natural killer cell_pericyte_VEGFC_VEGFR2
fibroblast,Tumor,ANGPTL4_SDC4,20,fibroblast_Tumor_ANGPTL4_SDC4
neutrophil,B cell,CXCL10_CXCR3,20,neutrophil_B cell_CXCL10_CXCR3
muscle cell,fibroblast,JAM2_JAM3,20,muscle cell_fibroblast_JAM2_JAM3
Tumor,pericyte,IL16_CD4,20,Tumor_pericyte_IL16_CD4
T cell,natural killer cell,CD6_ALCAM,20,T cell_natural killer cell_CD6_ALCAM
natural killer cell,macrophage,PROS1_AXL,20,natural killer cell_macrophage_PROS1_AXL
muscle cell,muscle cell,TNC_SDC4,20,muscle cell_muscle cell_TNC_SDC4
muscle cell,neutrophil,COL4A1_ADGRG6,20,muscle cell_neutrophil_COL4A1_ADGRG6
Tumor,mast cell,WNT5B_FZD4,20,Tumor_mast cell_WNT5B_FZD4
muscle cell,neutrophil,COL4A2_ADGRG6,20,muscle cell_neutrophil_COL4A2_ADGRG6
muscle cell,monocyte,PVR_CD226,20,muscle cell_monocyte_PVR_CD226
muscle cell,monocyte,NECTIN2_CD226,20,muscle cell_monocyte_NECTIN2_CD226
macrophage,fat cell,THY1_ADGRE5,20,macrophage_fat cell_THY1_ADGRE5
macrophage,fat cell,THBS1_SDC4,20,macrophage_fat cell_THBS1_SDC4
muscle cell,pericyte,LAMC2_CD44,20,muscle cell_pericyte_LAMC2_CD44
Tumor,macrophage,ICAM5_CD209,20,Tumor_macrophage_ICAM5_CD209
natural killer cell,B cell,IL16_CD4,20,natural killer cell_B cell_IL16_CD4
natural killer cell,endothelial cell,ANGPTL4_CDH5,20,natural killer cell_endothelial cell_ANGPTL4_CDH5
natural killer cell,endothelial cell,CD46_JAG1,20,natural killer cell_endothelial cell_CD46_JAG1
fat cell,neutrophil,COL4A2_ADGRG6,20,fat cell_neutrophil_COL4A2_ADGRG6
natural killer cell,macrophage,CD99_CD99,20,natural killer cell_macrophage_CD99_CD99
neutrophil,T cell,CCL8_CCR1,20,neutrophil_T cell_CCL8_CCR1
dendritic cell,Tumor,THBS2_CD47,20,dendritic cell_Tumor_THBS2_CD47
dendritic cell,Tumor,THBS2_SDC4,20,dendritic cell_Tumor_THBS2_SDC4
fibroblast,Tumor,WNT5A_FZD3,20,fibroblast_Tumor_WNT5A_FZD3
neutrophil,fat cell,JAG1_NOTCH2,20,neutrophil_fat cell_JAG1_NOTCH2
monocyte,neutrophil,SELPLG_SELL,20,monocyte_neutrophil_SELPLG_SELL
neutrophil,fat cell,THY1_ADGRE5,20,neutrophil_fat cell_THY1_ADGRE5
Tumor,B cell,LAMA3_CD44,20,Tumor_B cell_LAMA3_CD44
neutrophil,macrophage,ANGPTL4_SDC4,20,neutrophil_macrophage_ANGPTL4_SDC4
monocyte,muscle cell,GRN_SORT1,20,monocyte_muscle cell_GRN_SORT1
monocyte,muscle cell,CD99_CD99,20,monocyte_muscle cell_CD99_CD99
mast cell,endothelial cell,FGF2_FGFR1,20,mast cell_endothelial cell_FGF2_FGFR1
T cell,neutrophil,THY1_ADGRE2,20,T cell_neutrophil_THY1_ADGRE2
neutrophil,mast cell,THBS1_CD47,20,neutrophil_mast cell_THBS1_CD47
T cell,neutrophil,PECAM1_CD38,20,T cell_neutrophil_PECAM1_CD38
neutrophil,monocyte,COL4A2_CD44,20,neutrophil_monocyte_COL4A2_CD44
dendritic cell,monocyte,ANGPTL2_PIRB,20,dendritic cell_monocyte_ANGPTL2_PIRB
dendritic cell,monocyte,ANGPTL2_TLR4,20,dendritic cell_monocyte_ANGPTL2_TLR4
T cell,natural killer cell,LGALS9_CD44,20,T cell_natural killer cell_LGALS9_CD44
macrophage,dendritic cell,SELPLG_SELL,20,macrophage_dendritic cell_SELPLG_SELL
fat cell,monocyte,NECTIN2_CD226,20,fat cell_monocyte_NECTIN2_CD226
neutrophil,fat cell,ADM_CALCRL,20,neutrophil_fat cell_ADM_CALCRL
macrophage,endothelial cell,CD209_CEACAM1,20,macrophage_endothelial cell_CD209_CEACAM1
neutrophil,Tumor,COL4A2_CD44,20,neutrophil_Tumor_COL4A2_CD44
muscle cell,dendritic cell,MPZL1_MPZL1,20,muscle cell_dendritic cell_MPZL1_MPZL1
dendritic cell,endothelial cell,SELL_CD34,20,dendritic cell_endothelial cell_SELL_CD34
muscle cell,Tumor,PROS1_AXL,20,muscle cell_Tumor_PROS1_AXL
muscle cell,Tumor,JAM3_JAM3,20,muscle cell_Tumor_JAM3_JAM3
neutrophil,dendritic cell,ICAM1_SPN,20,neutrophil_dendritic cell_ICAM1_SPN
neutrophil,endothelial cell,CD55_ADGRE5,20,neutrophil_endothelial cell_CD55_ADGRE5
Tumor,T cell,ULBP2_KLRK1,20,Tumor_T cell_ULBP2_KLRK1
neutrophil,endothelial cell,IGF2_IGF2R,20,neutrophil_endothelial cell_IGF2_IGF2R
neutrophil,endothelial cell,JAG1_NOTCH2,20,neutrophil_endothelial cell_JAG1_NOTCH2
macrophage,dendritic cell,TNFSF12_TNFRSF12A,20,macrophage_dendritic cell_TNFSF12_TNFRSF12A
neutrophil,endothelial cell,MPZL1_MPZL1,20,neutrophil_endothelial cell_MPZL1_MPZL1
neutrophil,endothelial cell,MPZ_MPZ,20,neutrophil_endothelial cell_MPZ_MPZ
neutrophil,endothelial cell,MPZ_MPZL1,20,neutrophil_endothelial cell_MPZ_MPZL1
pericyte,monocyte,PROS1_MERTK,20,pericyte_monocyte_PROS1_MERTK
fibroblast,B cell,CD70_CD27,20,fibroblast_B cell_CD70_CD27
fat cell,dendritic cell,LGALS9_HAVCR2,20,fat cell_dendritic cell_LGALS9_HAVCR2
pericyte,neutrophil,ANGPT1_TEK,20,pericyte_neutrophil_ANGPT1_TEK
pericyte,muscle cell,CD55_ADGRE5,20,pericyte_muscle cell_CD55_ADGRE5
B cell,dendritic cell,PECAM1_CD38,20,B cell_dendritic cell_PECAM1_CD38
mast cell,B cell,CXCL9_CXCR3,20,mast cell_B cell_CXCL9_CXCR3
pericyte,muscle cell,FGF2_FGFR1,20,pericyte_muscle cell_FGF2_FGFR1
pericyte,muscle cell,FGF1_FGFR1,20,pericyte_muscle cell_FGF1_FGFR1
mast cell,Tumor,ANGPTL2_TLR4,20,mast cell_Tumor_ANGPTL2_TLR4
fibroblast,muscle cell,THBS2_SDC4,20,fibroblast_muscle cell_THBS2_SDC4
fat cell,dendritic cell,PDGFC_PDGFRA,20,fat cell_dendritic cell_PDGFC_PDGFRA
B cell,dendritic cell,SELL_CD34,20,B cell_dendritic cell_SELL_CD34
fat cell,dendritic cell,FGF7_FGFR1,20,fat cell_dendritic cell_FGF7_FGFR1
mast cell,dendritic cell,VEGFC_VEGFR2,20,mast cell_dendritic cell_VEGFC_VEGFR2
pericyte,muscle cell,EDN1_EDNRA,20,pericyte_muscle cell_EDN1_EDNRA
fibroblast,muscle cell,TNC_SDC4,20,fibroblast_muscle cell_TNC_SDC4
pericyte,muscle cell,NTN4_NTRK2,20,pericyte_muscle cell_NTN4_NTRK2
T cell,monocyte,CD96_PVR,19,T cell_monocyte_CD96_PVR
neutrophil,neutrophil,MPZ_MPZ,19,neutrophil_neutrophil_MPZ_MPZ
muscle cell,Tumor,PROS1_MERTK,19,muscle cell_Tumor_PROS1_MERTK
fat cell,Tumor,WNT5A_FZD4,19,fat cell_Tumor_WNT5A_FZD4
mast cell,mast cell,CXCL12_CXCR4,19,mast cell_mast cell_CXCL12_CXCR4
endothelial cell,mast cell,LGALS9_HAVCR2,19,endothelial cell_mast cell_LGALS9_HAVCR2
dendritic cell,fat cell,LAMB3_CD44,19,dendritic cell_fat cell_LAMB3_CD44
fibroblast,mast cell,FGF7_FGFR1,19,fibroblast_mast cell_FGF7_FGFR1
neutrophil,neutrophil,MPZ_MPZL1,19,neutrophil_neutrophil_MPZ_MPZL1
Tumor,dendritic cell,NECTIN3_NECTIN2,19,Tumor_dendritic cell_NECTIN3_NECTIN2
dendritic cell,fat cell,MPZL1_MPZL1,19,dendritic cell_fat cell_MPZL1_MPZL1
dendritic cell,endothelial cell,PDGFD_PDGFRB,19,dendritic cell_endothelial cell_PDGFD_PDGFRB
natural killer cell,dendritic cell,IL16_CD4,19,natural killer cell_dendritic cell_IL16_CD4
macrophage,endothelial cell,GJA1_GJA1,19,macrophage_endothelial cell_GJA1_GJA1
dendritic cell,endothelial cell,FGF7_FGFR1,19,dendritic cell_endothelial cell_FGF7_FGFR1
mast cell,Tumor,TNFSF10_TNFRSF10B,19,mast cell_Tumor_TNFSF10_TNFRSF10B
Tumor,fibroblast,LAMA3_CD44,19,Tumor_fibroblast_LAMA3_CD44
monocyte,fat cell,THBS1_CD47,19,monocyte_fat cell_THBS1_CD47
endothelial cell,muscle cell,ADM_CALCRL,19,endothelial cell_muscle cell_ADM_CALCRL
pericyte,fibroblast,LAMB3_CD44,19,pericyte_fibroblast_LAMB3_CD44
macrophage,pericyte,ANGPTL4_CDH11,19,macrophage_pericyte_ANGPTL4_CDH11
macrophage,endothelial cell,ANGPTL2_TLR4,19,macrophage_endothelial cell_ANGPTL2_TLR4
fibroblast,muscle cell,ANGPTL4_SDC2,19,fibroblast_muscle cell_ANGPTL4_SDC2
neutrophil,endothelial cell,ANGPTL4_SDC3,19,neutrophil_endothelial cell_ANGPTL4_SDC3
endothelial cell,muscle cell,LAMC2_CD44,19,endothelial cell_muscle cell_LAMC2_CD44
Tumor,natural killer cell,CD70_CD27,19,Tumor_natural killer cell_CD70_CD27
macrophage,pericyte,FGF2_FGFR1,19,macrophage_pericyte_FGF2_FGFR1
fibroblast,muscle cell,ANGPTL4_CDH11,19,fibroblast_muscle cell_ANGPTL4_CDH11
fat cell,dendritic cell,ADM_CALCRL,19,fat cell_dendritic cell_ADM_CALCRL
dendritic cell,monocyte,SEMA4D_PLXNB2,19,dendritic cell_monocyte_SEMA4D_PLXNB2
muscle cell,pericyte,CD55_ADGRE5,19,muscle cell_pericyte_CD55_ADGRE5
macrophage,macrophage,ANGPTL4_SDC2,19,macrophage_macrophage_ANGPTL4_SDC2
Tumor,dendritic cell,ICAM1_SPN,19,Tumor_dendritic cell_ICAM1_SPN
Tumor,dendritic cell,JAM3_F11R,19,Tumor_dendritic cell_JAM3_F11R
fibroblast,monocyte,NECTIN2_CD226,19,fibroblast_monocyte_NECTIN2_CD226
fibroblast,fat cell,VEGFC_VEGFR2,19,fibroblast_fat cell_VEGFC_VEGFR2
Tumor,mast cell,ANGPT1_TEK,19,Tumor_mast cell_ANGPT1_TEK
macrophage,macrophage,ANGPTL4_SDC3,19,macrophage_macrophage_ANGPTL4_SDC3
mast cell,macrophage,CCL8_CCR1,19,mast cell_macrophage_CCL8_CCR1
pericyte,muscle cell,JAM2_JAM3,19,pericyte_muscle cell_JAM2_JAM3
fat cell,fibroblast,PTPRM_PTPRM,19,fat cell_fibroblast_PTPRM_PTPRM
macrophage,pericyte,ANGPTL4_SDC2,19,macrophage_pericyte_ANGPTL4_SDC2
pericyte,fat cell,GAS6_MERTK,19,pericyte_fat cell_GAS6_MERTK
neutrophil,pericyte,PDGFC_PDGFRA,19,neutrophil_pericyte_PDGFC_PDGFRA
neutrophil,pericyte,GJA1_GJA1,19,neutrophil_pericyte_GJA1_GJA1
B cell,pericyte,PROS1_AXL,19,B cell_pericyte_PROS1_AXL
dendritic cell,neutrophil,WNT5A_FZD4,19,dendritic cell_neutrophil_WNT5A_FZD4
B cell,pericyte,GZMA_PARD3,19,B cell_pericyte_GZMA_PARD3
B cell,pericyte,LAMA3_CD44,19,B cell_pericyte_LAMA3_CD44
B cell,pericyte,LAMA3_DAG1,19,B cell_pericyte_LAMA3_DAG1
B cell,pericyte,LAMB3_CD44,19,B cell_pericyte_LAMB3_CD44
B cell,pericyte,LAMB3_DAG1,19,B cell_pericyte_LAMB3_DAG1
pericyte,muscle cell,LAMC2_CD44,19,pericyte_muscle cell_LAMC2_CD44
B cell,pericyte,LAMC2_CD44,19,B cell_pericyte_LAMC2_CD44
