ligand,receptor,classification,directionality,id_cp_interaction,signaling_type
COL9A2,ITGA11_ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SC0C155763A,Cell-Cell Contact
COL9A3,ITGA11_ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SC086D7EC73,Cell-Cell Contact
FN1,ITGA11_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC0AE4F5BAB,Secreted Signaling
COL3A1,ADGRG1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS0343DD0EE,Cell-Cell Contact
GAST,ADGRG1,Signaling by Gastrin,Ligand-Receptor,CPI-SS06265E131,Cell-Cell Contact
TGM2,ADGRG1,,Ligand-Receptor,CPI-SS09C0B8677,Cell-Cell Contact
COL4A1,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS015BF69EE,Cell-Cell Contact
COL4A2,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS01771D11B,Cell-Cell Contact
COL4A3,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS0AADAB219,Cell-Cell Contact
COL4A4,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS06D2944B5,Cell-Cell Contact
COL4A5,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS0924C61F1,Cell-Cell Contact
COL4A6,ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,CPI-SS0BBF93C62,Cell-Cell Contact
LAMA2,ADGRG6,,Ligand-Receptor,CPI-SS0335C4DDE,Cell-Cell Contact
PRNP,ADGRG6,,Ligand-Receptor,CPI-SS0087B834D,Cell-Cell Contact
DSC1,DSG2,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS08B94BEB2,Cell-Cell Contact
DSC2,DSG2,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS06D13FCD3,Cell-Cell Contact
DSG1,DSC1,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS062307CFE,Cell-Cell Contact
DSG1,DSC2,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS036437279,Cell-Cell Contact
DSG1,DSC3,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS09000F32A,Cell-Cell Contact
DSG2,DSC3,Adhesion by Desmosome,Adhesion-Adhesion,CPI-SS0B6F0C894,Cell-Cell Contact
DAG1,CELSR3,,Adhesion-Adhesion,CPI-SS09491FBF4,Cell-Cell Contact
DAG1,NRXN3,,Ligand-Receptor,CPI-SS0D9DE7106,Secreted Signaling
CLSTN1,NRXN3,Signaling by Calsyntenin,Ligand-Receptor,CPI-SS0DD3733E8,Secreted Signaling
CLSTN2,NRXN3,Signaling by Calsyntenin,Ligand-Receptor,CPI-SS01A7DC3C1,Secreted Signaling
CLSTN3,NRXN3,Signaling by Calsyntenin,Ligand-Receptor,CPI-SS0180FFBED,Secreted Signaling
LRRTM1,NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,CPI-SS0EEFFA23C,Secreted Signaling
LRRTM2,NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,CPI-SS0C0329180,Secreted Signaling
LRRTM3,NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,CPI-SS026EC3854,Secreted Signaling
LRRTM4,NRXN3,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,CPI-SS0F97A06CD,Secreted Signaling
NLGN1,NRXN3,Signaling by Neuroligin,Ligand-Receptor,CPI-SS0731F750C,Secreted Signaling
NLGN2,NRXN3,Signaling by Neuroligin,Ligand-Receptor,CPI-SS0C12FCB93,Secreted Signaling
NLGN3,NRXN3,Signaling by Neuroligin,Ligand-Receptor,CPI-SS07FBAAD8D,Secreted Signaling
NLGN4X,NRXN3,Signaling by Neuroligin,Ligand-Receptor,CPI-SS0F9118AB4,Secreted Signaling
NLGN4Y,NRXN3,,Ligand-Receptor,CPI-SS0837C7966,Secreted Signaling
FGA_FGB_FGG,ITGA2B_ITGB3,Adhesion by Fibribogen,Ligand-Receptor,CPI-CC08AF02F92,Secreted Signaling
FN1,ITGA2B_ITGB3,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC0149E8473,Secreted Signaling
L1CAM,ITGA2B_ITGB3,Adhesion by L1CAM,Ligand-Receptor,CPI-SC088D2EEF4,Cell-Cell Contact
F2,ITGA2B_ITGB3,Adhesion by Prothrombin,Ligand-Receptor,CPI-SC0F16EDAB3,Secreted Signaling
THBS1,ITGA2B_ITGB3,Adhesion by Thrombospondin,Ligand-Receptor,CPI-SC0D085D655,Secreted Signaling
VTN,ITGA2B_ITGB3,Adhesion by Vitronectin,Ligand-Receptor,CPI-SC0EA162039,Secreted Signaling
CD40LG,ITGA2B_ITGB3,,Ligand-Receptor,CPI-SC0AFB661A4,Secreted Signaling
PLG,ITGA2B_ITGB3,,Ligand-Receptor,CPI-SC003C7B6F1,Secreted Signaling
FGA_FGB_FGG,ITGAM_ITGB2,Adhesion by Fibribogen,Ligand-Receptor,CPI-CC0287DE56B,Secreted Signaling
ICAM1,ITGAM_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC0C09120F1,Cell-Cell Contact
JAM3,ITGAM_ITGB2,Adhesion by JAM,Adhesion-Adhesion,CPI-SC071B77A18,Cell-Cell Contact
F10,ITGAM_ITGB2,Adhesion by Prothrombin,Ligand-Receptor,CPI-SC02C7E2DB4,Secreted Signaling
C3,ITGAM_ITGB2,Signaling by Complement,Ligand-Receptor,CPI-SC0C93C7670,Secreted Signaling
FCER2,ITGAM_ITGB2,Signaling by FC receptor,Receptor-Receptor,CPI-SC00D92ECAF,Cell-Cell Contact
THY1,ITGAM_ITGB2,Adhesion by antigen THY1,Adhesion-Adhesion,CPI-SC003905460,Cell-Cell Contact
GP1BA,ITGAM_ITGB2,,Ligand-Receptor,CPI-SC0329DFA42,Cell-Cell Contact
FGA_FGB_FGG,ITGAX_ITGB2,Adhesion by Fibribogen,Ligand-Receptor,CPI-CC066E261AE,Secreted Signaling
ICAM1,ITGAX_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC08CB03AD8,Cell-Cell Contact
FCER2,ITGAX_ITGB2,Signaling by FC receptor,Receptor-Receptor,CPI-SC0542462B9,Cell-Cell Contact
THY1,ITGAX_ITGB2,Adhesion by antigen THY1,Adhesion-Adhesion,CPI-SC0EFDBED2D,Cell-Cell Contact
FN1,ITGA3_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC08C485EAE,Secreted Signaling
LAMA3,ITGA3_ITGB1,Adhesion by Laminin,Ligand-Receptor,CPI-SC0E5A1BA8E,Secreted Signaling
THBS1,ITGA3_ITGB1,Adhesion by Thrombospondin,Ligand-Receptor,CPI-SC0B80B8591,Secreted Signaling
CSPG4,ITGA3_ITGB1,,Ligand-Receptor,CPI-SC0FA241084,Cell-Cell Contact
FN1,ITGA4_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC0F96CE387,Secreted Signaling
JAM2,ITGA4_ITGB1,Adhesion by JAM,Adhesion-Adhesion,CPI-SC0C2126F8E,Cell-Cell Contact
SPP1,ITGA4_ITGB1,Adhesion by Osteopontin,Ligand-Receptor,CPI-SC0C81483EA,Secreted Signaling
TNC,ITGA4_ITGB1,Adhesion by tenascin,Ligand-Receptor,CPI-SC00B50273B,Secreted Signaling
VCAM1,ITGA4_ITGB1,Adhesion by VCAM,Ligand-Receptor,CPI-SC0B2557C9D,Cell-Cell Contact
PLA2G2A,ITGA4_ITGB1,Cell adhesion by Phospholipase,Ligand-Receptor,CPI-SC09A33C92E,Secreted Signaling
PLAUR,ITGA4_ITGB1,Signaling by Plasminogen Activator,Receptor-Receptor,CPI-SC0E029AB31,Cell-Cell Contact
FN1,ITGA4_ITGB7,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC034EE8AAA,Secreted Signaling
VCAM1,ITGA4_ITGB7,Adhesion by VCAM,Ligand-Receptor,CPI-SC06C0A2080,Cell-Cell Contact
MADCAM1,ITGA4_ITGB7,,Adhesion-Adhesion,CPI-SC056FC1F11,Cell-Cell Contact
FN1,ITGA5_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC06C3BA86F,Secreted Signaling
L1CAM,ITGA5_ITGB1,Adhesion by L1CAM,Ligand-Receptor,CPI-SC02CB6F5A5,Cell-Cell Contact
PLA2G2A,ITGA5_ITGB1,Cell adhesion by Phospholipase,Ligand-Receptor,CPI-SC08F3F7DC6,Secreted Signaling
CD40LG,ITGA5_ITGB1,,Ligand-Receptor,CPI-SC03A4FA18B,Secreted Signaling
FBN1,ITGA5_ITGB1,,Ligand-Receptor,CPI-SC0ABE9B7D2,Secreted Signaling
FN1,ITGA8_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC04BC5B245,Secreted Signaling
TNC,ITGA8_ITGB1,Adhesion by tenascin,Ligand-Receptor,CPI-SC09B2D1C63,Secreted Signaling
FN1,ITGAV_ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC08F923F07,Secreted Signaling
L1CAM,ITGAV_ITGB1,Adhesion by L1CAM,Ligand-Receptor,CPI-SC01D9AD677,Cell-Cell Contact
VTN,ITGAV_ITGB1,Adhesion by Vitronectin,Ligand-Receptor,CPI-SC0717E21B0,Secreted Signaling
FN1,ITGAV_ITGB3,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC06D7BD0F6,Secreted Signaling
L1CAM,ITGAV_ITGB3,Adhesion by L1CAM,Ligand-Receptor,CPI-SC0FCA446B5,Cell-Cell Contact
LAMC1,ITGAV_ITGB3,Adhesion by Laminin,Ligand-Receptor,CPI-SC07763D025,Secreted Signaling
SPP1,ITGAV_ITGB3,Adhesion by Osteopontin,Ligand-Receptor,CPI-SC03E67206C,Secreted Signaling
F2,ITGAV_ITGB3,Adhesion by Prothrombin,Ligand-Receptor,CPI-SC0AA4C3895,Secreted Signaling
TNC,ITGAV_ITGB3,Adhesion by tenascin,Ligand-Receptor,CPI-SC021D4420C,Secreted Signaling
THBS1,ITGAV_ITGB3,Adhesion by Thrombospondin,Ligand-Receptor,CPI-SC02EA03F82,Secreted Signaling
VTN,ITGAV_ITGB3,Adhesion by Vitronectin,Ligand-Receptor,CPI-SC045FE8A01,Secreted Signaling
FCER2,ITGAV_ITGB3,Signaling by FC receptor,Receptor-Receptor,CPI-SC0A5BCC92E,Cell-Cell Contact
FGF1,ITGAV_ITGB3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SC0FB36427B,Secreted Signaling
FGF2,ITGAV_ITGB3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SC0F72E9E4E,Secreted Signaling
IGF1,ITGAV_ITGB3,Signaling by Insulin-like growth factor,Ligand-Receptor,CPI-SC0D3D23FAA,Secreted Signaling
PLAUR,ITGAV_ITGB3,Signaling by Plasminogen Activator,Receptor-Receptor,CPI-SC0C4FD0754,Cell-Cell Contact
THY1,ITGAV_ITGB3,Adhesion by antigen THY1,Adhesion-Adhesion,CPI-SC0F0AC498A,Cell-Cell Contact
VWF,ITGAV_ITGB3,Signaling by von Willebrand factor,Ligand-Receptor,CPI-SC060FE7871,Secreted Signaling
MMP2,ITGAV_ITGB3,,Ligand-Receptor,CPI-SC0A6D5D2B1,Cell-Cell Contact
OMD,ITGAV_ITGB3,,Ligand-Receptor,CPI-SC042AD06C6,Secreted Signaling
FN1,ITGAV_ITGB5,Adhesion by Fibronectin,Adhesion-Adhesion,CPI-SC09B45FB39,Secreted Signaling
GJA1,GJA1,Adhesion by GAP junction,Gap-Gap,CPI-SS04829AC68,Cell-Cell Contact
GJA3,GJA1,Adhesion by GAP junction,Gap-Gap,CPI-SS08658BB16,Cell-Cell Contact
GJC1,GJA1,Adhesion by GAP junction,Gap-Gap,CPI-SS0C4261737,Cell-Cell Contact
GJA1,GJA5,Adhesion by GAP junction,Gap-Gap,CPI-SS024F36886,Cell-Cell Contact
GJA3,GJA5,Adhesion by GAP junction,Gap-Gap,CPI-SS0F5FC7262,Cell-Cell Contact
GJA5,GJA5,Adhesion by GAP junction,Gap-Gap,CPI-SS0ACFA4F22,Cell-Cell Contact
GJC1,GJA5,Adhesion by GAP junction,Gap-Gap,CPI-SS0E7883ADC,Cell-Cell Contact
GJA3,GJA3,Adhesion by GAP junction,Gap-Gap,CPI-SS00457EB1A,Cell-Cell Contact
GJA3,GJC1,Adhesion by GAP junction,Gap-Gap,CPI-SS062D2530F,Cell-Cell Contact
GJC1,GJC1,Adhesion by GAP junction,Gap-Gap,CPI-SS0CEFF4625,Cell-Cell Contact
ICAM1,ITGAL,Adhesion by ICAM,Ligand-Receptor,CPI-SS0E9A581F8,Cell-Cell Contact
ICAM1,ITGAL_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC00035437A,Cell-Cell Contact
ICAM2,ITGAL_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC0943ECD6E,Cell-Cell Contact
ICAM3,ITGAL_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC09DC9200A,Secreted Signaling
ICAM4,ITGAL_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC0A3A31D04,Secreted Signaling
F11R,ITGAL_ITGB2,Adhesion by Prothrombin,Ligand-Receptor,CPI-SC0DEE2AF32,Cell-Cell Contact
ICAM1,SPN,Adhesion by ICAM,Adhesion-Adhesion,CPI-SS09C4FCB90,Cell-Cell Contact
ICAM3,CLEC4M,Adhesion by ICAM,Ligand-Receptor,CPI-SS00F979E99,Secreted Signaling
ICAM3,ITGAD_ITGB2,Adhesion by ICAM,Ligand-Receptor,CPI-SC03C325B42,Secreted Signaling
VCAM1,ITGAD_ITGB2,Adhesion by VCAM,Ligand-Receptor,CPI-SC032D980B8,Cell-Cell Contact
JAM2,JAM3,Adhesion by JAM,Adhesion-Adhesion,CPI-SS087B53ABF,Cell-Cell Contact
JAM3,JAM3,Adhesion by JAM,Adhesion-Adhesion,CPI-SS0F9D53834,Cell-Cell Contact
L1CAM,EZR_L1CAM,Adhesion by L1CAM,Ligand-Receptor,CPI-SC030C83222,Cell-Cell Contact
L1CAM,ITGA9_ITGB1,Adhesion by L1CAM,Ligand-Receptor,CPI-SC0EB9B5460,Cell-Cell Contact
SPP1,ITGA9_ITGB1,Adhesion by Osteopontin,Ligand-Receptor,CPI-SC069FF84F5,Secreted Signaling
TNC,ITGA9_ITGB1,Adhesion by tenascin,Ligand-Receptor,CPI-SC0B5F57CE1,Secreted Signaling
VCAM1,ITGA9_ITGB1,Adhesion by VCAM,Ligand-Receptor,CPI-SC061E89E41,Cell-Cell Contact
L1CAM,L1CAM,Adhesion by L1CAM,Adhesion-Adhesion,CPI-SS0ACD487F0,Cell-Cell Contact
CHL1,L1CAM,,Adhesion-Adhesion,CPI-SS0A5AFF451,Cell-Cell Contact
LAMC1,ITGA6_ITGB1,Adhesion by Laminin,Ligand-Receptor,CPI-SC024FAED24,Secreted Signaling
LAMC1,ITGA7_ITGB1,Adhesion by Laminin,Ligand-Receptor,CPI-SC03FF6E42F,Secreted Signaling
NECTIN1,CADM3,Adhesion by Nectin,Adhesion-Adhesion,CPI-SS00661A3A4,Cell-Cell Contact
NECTIN1,NECTIN4,Adhesion by Nectin,Adhesion-Adhesion,CPI-SS01E0F2D2C,Cell-Cell Contact
NECTIN2,TIGIT,Signaling by Nectin,Ligand-Receptor,CPI-SS0E14458C9,Cell-Cell Contact
NECTIN3,TIGIT,Signaling by Nectin,Ligand-Receptor,CPI-SS0BA232458,Cell-Cell Contact
PVR,TIGIT,Signaling by Poliovirus receptor,Ligand-Receptor,CPI-SS00561BBD7,Cell-Cell Contact
F2,F2R,Adhesion by Prothrombin,Ligand-Receptor,CPI-SS058209EC7,Secreted Signaling
F2,F2RL2,Adhesion by Prothrombin,Ligand-Receptor,CPI-SS026335F55,Secreted Signaling
F2,F2RL3,Adhesion by Prothrombin,Ligand-Receptor,CPI-SS0BDC2B411,Secreted Signaling
CTSG,F2RL3,Signaling by Cathepsin,Ligand-Receptor,CPI-SS0710B1B3A,Secreted Signaling
F2,GP1BA_GP1BB,Adhesion by Prothrombin,Ligand-Receptor,CPI-SC0CC1EA9C5,Secreted Signaling
VWF,GP1BA_GP1BB,Signaling by von Willebrand factor,Ligand-Receptor,CPI-SC00EEDCBE2,Secreted Signaling
F2,THBD,Adhesion by Prothrombin,Ligand-Receptor,CPI-SS09B583B3F,Secreted Signaling
TNC,ITGAV_ITGB6,Adhesion by tenascin,Ligand-Receptor,CPI-SC03C27B368,Secreted Signaling
TGFB1,ITGAV_ITGB6,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC08AC51E15,Secreted Signaling
TGFB3,ITGAV_ITGB6,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SC0DA808D76,Secreted Signaling
THBS1,CD36,Signaling by Thrombospondin precursor,Ligand-Receptor,CPI-SS0C93E48D7,Secreted Signaling
THBS2,CD36,Signaling by Thrombospondin precursor,Ligand-Receptor,CPI-SS0914C7C85,Secreted Signaling
CHAT,CHRM1,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS07EEAD824,Secreted Signaling
CHAT_SLC10A4,CHRM1,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS073E185C7,Secreted Signaling
CHAT_SLC18A3,CHRM1,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0B3DBEF59,Secreted Signaling
CHAT_SLC5A7,CHRM1,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS097EB096A,Secreted Signaling
CHAT,CHRM2,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS09DCE99A5,Secreted Signaling
CHAT_SLC10A4,CHRM2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0F7CB92EE,Secreted Signaling
CHAT_SLC18A3,CHRM2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0C30A92FB,Secreted Signaling
CHAT_SLC5A7,CHRM2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0DBFDDA4A,Secreted Signaling
CHAT,CHRM3,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS088613CD3,Secreted Signaling
CHAT_SLC10A4,CHRM3,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS08DC5A72D,Secreted Signaling
CHAT_SLC18A3,CHRM3,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS07BBA70D3,Secreted Signaling
CHAT_SLC5A7,CHRM3,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS08FB3D7C0,Secreted Signaling
CHAT,CHRM4,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS040939107,Secreted Signaling
CHAT_SLC10A4,CHRM4,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS07C64A33E,Secreted Signaling
CHAT_SLC18A3,CHRM4,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS078785C85,Secreted Signaling
CHAT_SLC5A7,CHRM4,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0E5853674,Secreted Signaling
CHAT,CHRM5,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS08ED696DC,Secreted Signaling
CHAT_SLC10A4,CHRM5,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS0447FDDB5,Secreted Signaling
CHAT_SLC18A3,CHRM5,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS063D618BD,Secreted Signaling
CHAT_SLC5A7,CHRM5,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CS067CF9C74,Secreted Signaling
CHAT,CHRNA1,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS063516AC0,Secreted Signaling
CHAT,CHRNA2_CHRNB3,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC0F3C5EBCC,Secreted Signaling
CHAT,CHRNA3_CHRNA5_CHRNB2,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC0067AC6C9,Secreted Signaling
CHAT,CHRNA3_CHRNA5_CHRNB4,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC0253C0919,Secreted Signaling
CHAT,CHRNA4_CHRNA6_CHRNB3,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC079435E2F,Secreted Signaling
CHAT,CHRNA4_CHRNB2,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC034FE836A,Secreted Signaling
CHAT_SLC10A4,CHRNA4_CHRNB2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CC0C914AC2E,Secreted Signaling
CHAT_SLC18A3,CHRNA4_CHRNB2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CC09527EA82,Secreted Signaling
CHAT_SLC5A7,CHRNA4_CHRNB2,Signaling by Choline acetyltransferase ,Ligand-Receptor,CPI-CC0BB122579,Secreted Signaling
CHAT,CHRNA6_CHRNB3_CHRNB4,Signaling by Acetylcholine,Ligand-Receptor,CPI-CC05C1C7836,Secreted Signaling
CHAT,CHRNA7,Signaling by Acetylcholine,Ligand-Receptor,CPI-CS0C5C5E217,Secreted Signaling
NT5E_SLC29A1,ADORA1,Signaling by Adenosine,Ligand-Receptor,CPI-CS064B4FE21,Cell-Cell Contact
NT5E_SLC29A2,ADORA1,Signaling by Adenosine,Ligand-Receptor,CPI-CS0BCAA5227,Cell-Cell Contact
NT5E_SLC29A3,ADORA1,Signaling by Adenosine,Ligand-Receptor,CPI-CS0517F9783,Cell-Cell Contact
NT5E_SLC29A4,ADORA1,Signaling by Adenosine,Ligand-Receptor,CPI-CS0521FD886,Cell-Cell Contact
ENTPD1,ADORA1,Signaling by Ectonucleoside,Ligand-Receptor,CPI-SS026C7F8A2,Cell-Cell Contact
NT5E_SLC29A1,ADORA2A,Signaling by Adenosine,Ligand-Receptor,CPI-CS056D84EB8,Cell-Cell Contact
NT5E_SLC29A2,ADORA2A,Signaling by Adenosine,Ligand-Receptor,CPI-CS0FDA0F596,Cell-Cell Contact
NT5E_SLC29A3,ADORA2A,Signaling by Adenosine,Ligand-Receptor,CPI-CS0F865E648,Cell-Cell Contact
NT5E_SLC29A4,ADORA2A,Signaling by Adenosine,Ligand-Receptor,CPI-CS028B98B8F,Cell-Cell Contact
ENTPD1,ADORA2A,Signaling by Ectonucleoside,Ligand-Receptor,CPI-SS0E90C46BC,Cell-Cell Contact
NT5E_SLC29A1,ADORA2B,Signaling by Adenosine,Ligand-Receptor,CPI-CS05357F38C,Cell-Cell Contact
NT5E_SLC29A2,ADORA2B,Signaling by Adenosine,Ligand-Receptor,CPI-CS016DD08B8,Cell-Cell Contact
NT5E_SLC29A3,ADORA2B,Signaling by Adenosine,Ligand-Receptor,CPI-CS0D17EA793,Cell-Cell Contact
NT5E_SLC29A4,ADORA2B,Signaling by Adenosine,Ligand-Receptor,CPI-CS0985F2C10,Cell-Cell Contact
ENTPD1,ADORA2B,Signaling by Ectonucleoside,Ligand-Receptor,CPI-SS08C884E97,Cell-Cell Contact
NT5E_SLC29A1,ADORA3,Signaling by Adenosine,Ligand-Receptor,CPI-CS07905F8F4,Cell-Cell Contact
NT5E_SLC29A2,ADORA3,Signaling by Adenosine,Ligand-Receptor,CPI-CS04EFAFF1F,Cell-Cell Contact
NT5E_SLC29A3,ADORA3,Signaling by Adenosine,Ligand-Receptor,CPI-CS08D35C881,Cell-Cell Contact
NT5E_SLC29A4,ADORA3,Signaling by Adenosine,Ligand-Receptor,CPI-CS0F953F172,Cell-Cell Contact
ENTPD1,ADORA3,Signaling by Ectonucleoside,Ligand-Receptor,CPI-SS0276D5C7E,Cell-Cell Contact
PNMT_SLC18A1,ADRA1A,Signaling by Adrenaline,Ligand-Receptor,CPI-CS0E8345356,Secreted Signaling
PNMT_SLC18A2,ADRA1A,Signaling by Adrenaline,Ligand-Receptor,CPI-CS06FE13C35,Secreted Signaling
PNMT,ADRA1A,Signaling by Epinephrine,Ligand-Receptor,CPI-CS05F96EA59,Secreted Signaling
DBH_SLC18A1,ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0F807CD4F,Secreted Signaling
DBH_SLC18A2,ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS098539E78,Secreted Signaling
DBH_SLC6A2,ADRA1A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0377ED1BC,Secreted Signaling
PNMT_SLC18A1,ADRA1B,Signaling by Adrenaline,Ligand-Receptor,CPI-CS090BF1875,Secreted Signaling
PNMT_SLC18A2,ADRA1B,Signaling by Adrenaline,Ligand-Receptor,CPI-CS04C3CEB1B,Secreted Signaling
PNMT,ADRA1B,Signaling by Epinephrine,Ligand-Receptor,CPI-CS0D33FF37B,Secreted Signaling
DBH_SLC18A1,ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS09DA5DAD3,Secreted Signaling
DBH_SLC18A2,ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS078C6CB4F,Secreted Signaling
DBH_SLC6A2,ADRA1B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0E8CA54FD,Secreted Signaling
PNMT_SLC18A1,ADRA1D,Signaling by Adrenaline,Ligand-Receptor,CPI-CS0DA514FAE,Secreted Signaling
PNMT_SLC18A2,ADRA1D,Signaling by Adrenaline,Ligand-Receptor,CPI-CS0C22FCA29,Secreted Signaling
PNMT,ADRA1D,Signaling by Epinephrine,Ligand-Receptor,CPI-CS0A5499A2C,Secreted Signaling
DBH_SLC18A1,ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS07CECA9C9,Secreted Signaling
DBH_SLC18A2,ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS02EA1C9D1,Secreted Signaling
DBH_SLC6A2,ADRA1D,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0DDBC236B,Secreted Signaling
PNMT_SLC18A1,ADRA2A,Signaling by Adrenaline,Ligand-Receptor,CPI-CS09EDD1969,Secreted Signaling
PNMT_SLC18A2,ADRA2A,Signaling by Adrenaline,Ligand-Receptor,CPI-CS00979A178,Secreted Signaling
PNMT,ADRA2A,Signaling by Epinephrine,Ligand-Receptor,CPI-CS0AB9AD0C3,Secreted Signaling
DBH_SLC18A1,ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS025F16589,Secreted Signaling
DBH_SLC18A2,ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0EAD92BCF,Secreted Signaling
DBH_SLC6A2,ADRA2A,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0102B6543,Secreted Signaling
PNMT_SLC18A1,ADRA2B,Signaling by Adrenaline,Ligand-Receptor,CPI-CS0B66F51DF,Secreted Signaling
PNMT_SLC18A2,ADRA2B,Signaling by Adrenaline,Ligand-Receptor,CPI-CS0CCD9D09E,Secreted Signaling
PNMT,ADRA2B,Signaling by Epinephrine,Ligand-Receptor,CPI-CS07947C107,Secreted Signaling
DBH_SLC18A1,ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS01FAF361D,Secreted Signaling
DBH_SLC18A2,ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS0345842F1,Secreted Signaling
DBH_SLC6A2,ADRA2B,Signaling by Noradrenaline,Ligand-Receptor,CPI-CS05A217639,Secreted Signaling
PNMT_SLC18A1,ADRA2C,Signaling by Adrenaline,Ligand-Receptor,CPI-CS07E858C0F,Secreted Signaling
